r,m,nu,rho,P
1.0575e+00,4.0634e-03,-4.2865e-01,8.1705e-04,6.7079e-05
1.0613e+00,4.1066e-03,-4.2862e-01,8.1700e-04,6.7064e-05
1.0650e+00,4.1501e-03,-4.2859e-01,8.1694e-04,6.7049e-05
1.0688e+00,4.1940e-03,-4.2855e-01,8.1688e-04,6.7034e-05
1.0725e+00,4.2381e-03,-4.2852e-01,8.1682e-04,6.7018e-05
1.0763e+00,4.2825e-03,-4.2848e-01,8.1677e-04,6.7003e-05
1.0800e+00,4.3272e-03,-4.2845e-01,8.1671e-04,6.6987e-05
1.0838e+00,4.3723e-03,-4.2841e-01,8.1665e-04,6.6972e-05
1.0875e+00,4.4176e-03,-4.2838e-01,8.1659e-04,6.6956e-05
1.0913e+00,4.4633e-03,-4.2834e-01,8.1653e-04,6.6941e-05
1.0950e+00,4.5093e-03,-4.2831e-01,8.1647e-04,6.6925e-05
1.0988e+00,4.5556e-03,-4.2827e-01,8.1641e-04,6.6910e-05
1.1025e+00,4.6022e-03,-4.2824e-01,8.1635e-04,6.6894e-05
1.1063e+00,4.6491e-03,-4.2820e-01,8.1629e-04,6.6878e-05
1.1100e+00,4.6963e-03,-4.2816e-01,8.1623e-04,6.6862e-05
1.1138e+00,4.7439e-03,-4.2813e-01,8.1617e-04,6.6846e-05
1.1175e+00,4.7917e-03,-4.2809e-01,8.1611e-04,6.6831e-05
1.1213e+00,4.8399e-03,-4.2806e-01,8.1605e-04,6.6815e-05
1.1250e+00,4.8884e-03,-4.2802e-01,8.1599e-04,6.6799e-05
1.1287e+00,4.9373e-03,-4.2798e-01,8.1593e-04,6.6782e-05
1.1325e+00,4.9864e-03,-4.2795e-01,8.1587e-04,6.6766e-05
1.1362e+00,5.0359e-03,-4.2791e-01,8.1581e-04,6.6750e-05
1.1400e+00,5.0857e-03,-4.2787e-01,8.1575e-04,6.6734e-05
1.1437e+00,5.1358e-03,-4.2784e-01,8.1569e-04,6.6718e-05
1.1475e+00,5.1862e-03,-4.2780e-01,8.1562e-04,6.6701e-05
1.1512e+00,5.2370e-03,-4.2776e-01,8.1556e-04,6.6685e-05
1.1550e+00,5.2881e-03,-4.2772e-01,8.1550e-04,6.6668e-05
1.1587e+00,5.3396e-03,-4.2769e-01,8.1544e-04,6.6652e-05
1.1625e+00,5.3913e-03,-4.2765e-01,8.1537e-04,6.6635e-05
1.1662e+00,5.4434e-03,-4.2761e-01,8.1531e-04,6.6619e-05
1.1700e+00,5.4958e-03,-4.2757e-01,8.1525e-04,6.6602e-05
1.1737e+00,5.5486e-03,-4.2754e-01,8.1518e-04,6.6586e-05
1.1775e+00,5.6017e-03,-4.2750e-01,8.1512e-04,6.6569e-05
1.1812e+00,5.6551e-03,-4.2746e-01,8.1506e-04,6.6552e-05
1.1850e+00,5.7089e-03,-4.2742e-01,8.1499e-04,6.6535e-05
1.1887e+00,5.7630e-03,-4.2738e-01,8.1493e-04,6.6518e-05
1.1925e+00,5.8174e-03,-4.2735e-01,8.1486e-04,6.6501e-05
1.1962e+00,5.8722e-03,-4.2731e-01,8.1480e-04,6.6484e-05
1.2000e+00,5.9273e-03,-4.2727e-01,8.1473e-04,6.6467e-05
1.2037e+00,5.9827e-03,-4.2723e-01,8.1467e-04,6.6450e-05
1.2075e+00,6.0385e-03,-4.2719e-01,8.1460e-04,6.6433e-05
1.2112e+00,6.0947e-03,-4.2715e-01,8.1454e-04,6.6416e-05
1.2150e+00,6.1512e-03,-4.2711e-01,8.1447e-04,6.6398e-05
1.2187e+00,6.2080e-03,-4.2707e-01,8.1441e-04,6.6381e-05
1.2225e+00,6.2652e-03,-4.2703e-01,8.1434e-04,6.6364e-05
1.2262e+00,6.3227e-03,-4.2699e-01,8.1427e-04,6.6346e-05
1.2300e+00,6.3806e-03,-4.2695e-01,8.1421e-04,6.6329e-05
1.2337e+00,6.4388e-03,-4.2691e-01,8.1414e-04,6.6311e-05
1.2375e+00,6.4974e-03,-4.2687e-01,8.1407e-04,6.6294e-05
1.2412e+00,6.5563e-03,-4.2683e-01,8.1401e-04,6.6276e-05
1.2450e+00,6.6156e-03,-4.2679e-01,8.1394e-04,6.6259e-05
