r,m,nu,rho,P
1.2262e+00,1.1425e-02,-8.9105e-01,1.4647e-03,2.6102e-04
1.2300e+00,1.1529e-02,-8.9096e-01,1.4644e-03,2.6094e-04
1.2337e+00,1.1634e-02,-8.9087e-01,1.4642e-03,2.6087e-04
1.2375e+00,1.1739e-02,-8.9078e-01,1.4640e-03,2.6079e-04
1.2412e+00,1.1845e-02,-8.9069e-01,1.4638e-03,2.6071e-04
1.2450e+00,1.1952e-02,-8.9060e-01,1.4635e-03,2.6063e-04
1.2487e+00,1.2059e-02,-8.9051e-01,1.4633e-03,2.6056e-04
1.2525e+00,1.2167e-02,-8.9042e-01,1.4631e-03,2.6048e-04
1.2562e+00,1.2275e-02,-8.9033e-01,1.4629e-03,2.6040e-04
1.2600e+00,1.2385e-02,-8.9024e-01,1.4626e-03,2.6032e-04
1.2637e+00,1.2494e-02,-8.9014e-01,1.4624e-03,2.6024e-04
1.2675e+00,1.2605e-02,-8.9005e-01,1.4622e-03,2.6016e-04
1.2712e+00,1.2716e-02,-8.8996e-01,1.4620e-03,2.6009e-04
