r,m,nu,rho,P
1.1100e+00,7.4212e-03,-6.8160e-01,1.2878e-03,1.7472e-04
1.1138e+00,7.4963e-03,-6.8153e-01,1.2877e-03,1.7468e-04
1.1175e+00,7.5718e-03,-6.8147e-01,1.2875e-03,1.7463e-04
1.1213e+00,7.6478e-03,-6.8140e-01,1.2874e-03,1.7458e-04
1.1250e+00,7.7243e-03,-6.8134e-01,1.2873e-03,1.7454e-04
1.1287e+00,7.8014e-03,-6.8127e-01,1.2872e-03,1.7449e-04
1.1325e+00,7.8789e-03,-6.8121e-01,1.2870e-03,1.7444e-04
1.1362e+00,7.9569e-03,-6.8114e-01,1.2869e-03,1.7439e-04
1.1400e+00,8.0355e-03,-6.8107e-01,1.2868e-03,1.7434e-04
1.1437e+00,8.1145e-03,-6.8101e-01,1.2866e-03,1.7430e-04
1.1475e+00,8.1941e-03,-6.8094e-01,1.2865e-03,1.7425e-04
1.1512e+00,8.2742e-03,-6.8088e-01,1.2864e-03,1.7420e-04
1.1550e+00,8.3548e-03,-6.8081e-01,1.2862e-03,1.7415e-04
1.1587e+00,8.4359e-03,-6.8074e-01,1.2861e-03,1.7410e-04
1.1625e+00,8.5175e-03,-6.8067e-01,1.2860e-03,1.7405e-04
1.1662e+00,8.5997e-03,-6.8061e-01,1.2858e-03,1.7400e-04
1.1700e+00,8.6824e-03,-6.8054e-01,1.2857e-03,1.7395e-04
1.1737e+00,8.7656e-03,-6.8047e-01,1.2856e-03,1.7390e-04
1.1775e+00,8.8493e-03,-6.8040e-01,1.2854e-03,1.7385e-04
1.1812e+00,8.9335e-03,-6.8034e-01,1.2853e-03,1.7380e-04
1.1850e+00,9.0183e-03,-6.8027e-01,1.2851e-03,1.7375e-04
1.1887e+00,9.1036e-03,-6.8020e-01,1.2850e-03,1.7370e-04
1.1925e+00,9.1895e-03,-6.8013e-01,1.2849e-03,1.7365e-04
1.1962e+00,9.2758e-03,-6.8006e-01,1.2847e-03,1.7360e-04
1.2000e+00,9.3627e-03,-6.7999e-01,1.2846e-03,1.7355e-04
1.2037e+00,9.4502e-03,-6.7992e-01,1.2844e-03,1.7350e-04
1.2075e+00,9.5381e-03,-6.7985e-01,1.2843e-03,1.7345e-04
1.2112e+00,9.6267e-03,-6.7978e-01,1.2842e-03,1.7340e-04
1.2150e+00,9.7157e-03,-6.7971e-01,1.2840e-03,1.7335e-04
1.2187e+00,9.8053e-03,-6.7964e-01,1.2839e-03,1.7330e-04
1.2225e+00,9.8954e-03,-6.7957e-01,1.2837e-03,1.7325e-04
1.2262e+00,9.9861e-03,-6.7950e-01,1.2836e-03,1.7319e-04
1.2300e+00,1.0077e-02,-6.7943e-01,1.2835e-03,1.7314e-04
1.2337e+00,1.0169e-02,-6.7936e-01,1.2833e-03,1.7309e-04
1.2375e+00,1.0261e-02,-6.7929e-01,1.2832e-03,1.7304e-04
1.2412e+00,1.0354e-02,-6.7921e-01,1.2830e-03,1.7299e-04
1.2450e+00,1.0448e-02,-6.7914e-01,1.2829e-03,1.7293e-04
1.2487e+00,1.0542e-02,-6.7907e-01,1.2827e-03,1.7288e-04
1.2525e+00,1.0636e-02,-6.7900e-01,1.2826e-03,1.7283e-04
1.2562e+00,1.0731e-02,-6.7892e-01,1.2824e-03,1.7278e-04
1.2600e+00,1.0827e-02,-6.7885e-01,1.2823e-03,1.7272e-04
1.2637e+00,1.0923e-02,-6.7878e-01,1.2822e-03,1.7267e-04
1.2675e+00,1.1020e-02,-6.7871e-01,1.2820e-03,1.7262e-04
1.2712e+00,1.1117e-02,-6.7863e-01,1.2819e-03,1.7256e-04
