r,m,nu,rho,P
1.1287e+00,8.9266e-03,-7.2572e-01,1.4722e-03,2.1813e-04
1.1325e+00,9.0153e-03,-7.2564e-01,1.4720e-03,2.1806e-04
1.1362e+00,9.1046e-03,-7.2556e-01,1.4719e-03,2.1800e-04
1.1400e+00,9.1944e-03,-7.2549e-01,1.4717e-03,2.1793e-04
1.1437e+00,9.2848e-03,-7.2541e-01,1.4715e-03,2.1787e-04
1.1475e+00,9.3758e-03,-7.2533e-01,1.4714e-03,2.1780e-04
1.1512e+00,9.4674e-03,-7.2525e-01,1.4712e-03,2.1774e-04
1.1550e+00,9.5596e-03,-7.2517e-01,1.4710e-03,2.1767e-04
1.1587e+00,9.6524e-03,-7.2510e-01,1.4709e-03,2.1760e-04
1.1625e+00,9.7457e-03,-7.2502e-01,1.4707e-03,2.1754e-04
1.1662e+00,9.8397e-03,-7.2494e-01,1.4705e-03,2.1747e-04
1.1700e+00,9.9342e-03,-7.2486e-01,1.4704e-03,2.1740e-04
1.1737e+00,1.0029e-02,-7.2478e-01,1.4702e-03,2.1733e-04
1.1775e+00,1.0125e-02,-7.2470e-01,1.4700e-03,2.1727e-04
1.1812e+00,1.0221e-02,-7.2462e-01,1.4699e-03,2.1720e-04
1.1850e+00,1.0318e-02,-7.2454e-01,1.4697e-03,2.1713e-04
1.1887e+00,1.0416e-02,-7.2446e-01,1.4695e-03,2.1706e-04
1.1925e+00,1.0514e-02,-7.2437e-01,1.4694e-03,2.1699e-04
1.1962e+00,1.0613e-02,-7.2429e-01,1.4692e-03,2.1693e-04
1.2000e+00,1.0712e-02,-7.2421e-01,1.4690e-03,2.1686e-04
1.2037e+00,1.0812e-02,-7.2413e-01,1.4689e-03,2.1679e-04
1.2075e+00,1.0913e-02,-7.2405e-01,1.4687e-03,2.1672e-04
1.2112e+00,1.1014e-02,-7.2396e-01,1.4685e-03,2.1665e-04
1.2150e+00,1.1116e-02,-7.2388e-01,1.4683e-03,2.1658e-04
1.2187e+00,1.1218e-02,-7.2380e-01,1.4682e-03,2.1651e-04
1.2225e+00,1.1321e-02,-7.2372e-01,1.4680e-03,2.1644e-04
1.2262e+00,1.1425e-02,-7.2363e-01,1.4678e-03,2.1637e-04
1.2300e+00,1.1530e-02,-7.2355e-01,1.4676e-03,2.1630e-04
1.2337e+00,1.1634e-02,-7.2346e-01,1.4675e-03,2.1623e-04
1.2375e+00,1.1740e-02,-7.2338e-01,1.4673e-03,2.1616e-04
1.2412e+00,1.1846e-02,-7.2330e-01,1.4671e-03,2.1609e-04
1.2450e+00,1.1953e-02,-7.2321e-01,1.4669e-03,2.1602e-04
1.2487e+00,1.2061e-02,-7.2313e-01,1.4668e-03,2.1594e-04
1.2525e+00,1.2169e-02,-7.2304e-01,1.4666e-03,2.1587e-04
1.2562e+00,1.2277e-02,-7.2296e-01,1.4664e-03,2.1580e-04
1.2600e+00,1.2387e-02,-7.2287e-01,1.4662e-03,2.1573e-04
1.2637e+00,1.2497e-02,-7.2278e-01,1.4660e-03,2.1566e-04
1.2675e+00,1.2607e-02,-7.2270e-01,1.4659e-03,2.1558e-04
1.2712e+00,1.2719e-02,-7.2261e-01,1.4657e-03,2.1551e-04
