r,m,nu,rho,P
8.7000e-01,2.7093e-03,-5.9063e-01,9.7848e-04,1.0882e-04
8.7375e-01,2.7444e-03,-5.9059e-01,9.7840e-04,1.0880e-04
8.7750e-01,2.7797e-03,-5.9055e-01,9.7832e-04,1.0878e-04
8.8125e-01,2.8154e-03,-5.9052e-01,9.7824e-04,1.0876e-04
8.8500e-01,2.8513e-03,-5.9048e-01,9.7816e-04,1.0874e-04
8.8875e-01,2.8876e-03,-5.9044e-01,9.7807e-04,1.0872e-04
8.9250e-01,2.9241e-03,-5.9041e-01,9.7799e-04,1.0870e-04
8.9625e-01,2.9610e-03,-5.9037e-01,9.7791e-04,1.0868e-04
9.0000e-01,2.9982e-03,-5.9033e-01,9.7782e-04,1.0866e-04
9.0375e-01,3.0356e-03,-5.9029e-01,9.7774e-04,1.0864e-04
9.0750e-01,3.0734e-03,-5.9026e-01,9.7766e-04,1.0862e-04
9.1125e-01,3.1115e-03,-5.9022e-01,9.7757e-04,1.0860e-04
9.1500e-01,3.1499e-03,-5.9018e-01,9.7749e-04,1.0858e-04
9.1875e-01,3.1887e-03,-5.9014e-01,9.7740e-04,1.0856e-04
9.2250e-01,3.2277e-03,-5.9011e-01,9.7732e-04,1.0854e-04
9.2625e-01,3.2670e-03,-5.9007e-01,9.7723e-04,1.0852e-04
9.3000e-01,3.3067e-03,-5.9003e-01,9.7715e-04,1.0850e-04
9.3375e-01,3.3467e-03,-5.8999e-01,9.7706e-04,1.0848e-04
9.3750e-01,3.3870e-03,-5.8995e-01,9.7697e-04,1.0846e-04
9.4125e-01,3.4276e-03,-5.8991e-01,9.7689e-04,1.0843e-04
9.4500e-01,3.4686e-03,-5.8987e-01,9.7680e-04,1.0841e-04
9.4875e-01,3.5098e-03,-5.8984e-01,9.7671e-04,1.0839e-04
9.5250e-01,3.5514e-03,-5.8980e-01,9.7662e-04,1.0837e-04
9.5625e-01,3.5933e-03,-5.8976e-01,9.7654e-04,1.0835e-04
9.6000e-01,3.6356e-03,-5.8972e-01,9.7645e-04,1.0833e-04
9.6375e-01,3.6782e-03,-5.8968e-01,9.7636e-04,1.0831e-04
9.6750e-01,3.7211e-03,-5.8964e-01,9.7627e-04,1.0828e-04
9.7125e-01,3.7643e-03,-5.8960e-01,9.7618e-04,1.0826e-04
9.7500e-01,3.8078e-03,-5.8956e-01,9.7609e-04,1.0824e-04
9.7875e-01,3.8517e-03,-5.8952e-01,9.7600e-04,1.0822e-04
9.8250e-01,3.8960e-03,-5.8948e-01,9.7591e-04,1.0820e-04
9.8625e-01,3.9405e-03,-5.8944e-01,9.7582e-04,1.0817e-04
9.9000e-01,3.9854e-03,-5.8939e-01,9.7572e-04,1.0815e-04
9.9375e-01,4.0307e-03,-5.8935e-01,9.7563e-04,1.0813e-04
9.9750e-01,4.0762e-03,-5.8931e-01,9.7554e-04,1.0811e-04
1.0013e+00,4.1221e-03,-5.8927e-01,9.7545e-04,1.0809e-04
1.0050e+00,4.1684e-03,-5.8923e-01,9.7536e-04,1.0806e-04
1.0088e+00,4.2150e-03,-5.8919e-01,9.7526e-04,1.0804e-04
1.0125e+00,4.2619e-03,-5.8915e-01,9.7517e-04,1.0802e-04
1.0163e+00,4.3092e-03,-5.8910e-01,9.7508e-04,1.0800e-04
1.0200e+00,4.3568e-03,-5.8906e-01,9.7498e-04,1.0797e-04
1.0238e+00,4.4048e-03,-5.8902e-01,9.7489e-04,1.0795e-04
1.0275e+00,4.4531e-03,-5.8898e-01,9.7479e-04,1.0793e-04
1.0313e+00,4.5018e-03,-5.8894e-01,9.7470e-04,1.0790e-04
1.0350e+00,4.5508e-03,-5.8889e-01,9.7460e-04,1.0788e-04
1.0388e+00,4.6002e-03,-5.8885e-01,9.7451e-04,1.0786e-04
1.0425e+00,4.6499e-03,-5.8881e-01,9.7441e-04,1.0783e-04
1.0463e+00,4.7000e-03,-5.8876e-01,9.7431e-04,1.0781e-04
1.0500e+00,4.7504e-03,-5.8872e-01,9.7422e-04,1.0779e-04
1.0538e+00,4.8012e-03,-5.8868e-01,9.7412e-04,1.0776e-04
1.0575e+00,4.8524e-03,-5.8863e-01,9.7402e-04,1.0774e-04
1.0613e+00,4.9039e-03,-5.8859e-01,9.7392e-04,1.0772e-04
1.0650e+00,4.9558e-03,-5.8855e-01,9.7382e-04,1.0769e-04
1.0688e+00,5.0080e-03,-5.8850e-01,9.7373e-04,1.0767e-04
1.0725e+00,5.0606e-03,-5.8846e-01,9.7363e-04,1.0765e-04
1.0763e+00,5.1135e-03,-5.8841e-01,9.7353e-04,1.0762e-04
1.0800e+00,5.1669e-03,-5.8837e-01,9.7343e-04,1.0760e-04
1.0838e+00,5.2206e-03,-5.8832e-01,9.7333e-04,1.0757e-04
1.0875e+00,5.2746e-03,-5.8828e-01,9.7323e-04,1.0755e-04
1.0913e+00,5.3290e-03,-5.8823e-01,9.7313e-04,1.0752e-04
1.0950e+00,5.3838e-03,-5.8819e-01,9.7303e-04,1.0750e-04
1.0988e+00,5.4390e-03,-5.8814e-01,9.7293e-04,1.0748e-04
1.1025e+00,5.4945e-03,-5.8810e-01,9.7282e-04,1.0745e-04
1.1063e+00,5.5504e-03,-5.8805e-01,9.7272e-04,1.0743e-04
1.1100e+00,5.6067e-03,-5.8801e-01,9.7262e-04,1.0740e-04
1.1138e+00,5.6634e-03,-5.8796e-01,9.7252e-04,1.0738e-04
1.1175e+00,5.7204e-03,-5.8791e-01,9.7241e-04,1.0735e-04
1.1213e+00,5.7778e-03,-5.8787e-01,9.7231e-04,1.0733e-04
1.1250e+00,5.8356e-03,-5.8782e-01,9.7221e-04,1.0730e-04
1.1287e+00,5.8938e-03,-5.8778e-01,9.7210e-04,1.0728e-04
1.1325e+00,5.9524e-03,-5.8773e-01,9.7200e-04,1.0725e-04
1.1362e+00,6.0113e-03,-5.8768e-01,9.7189e-04,1.0723e-04
1.1400e+00,6.0706e-03,-5.8763e-01,9.7179e-04,1.0720e-04
1.1437e+00,6.1303e-03,-5.8759e-01,9.7168e-04,1.0718e-04
1.1475e+00,6.1904e-03,-5.8754e-01,9.7158e-04,1.0715e-04
1.1512e+00,6.2509e-03,-5.8749e-01,9.7147e-04,1.0712e-04
1.1550e+00,6.3118e-03,-5.8745e-01,9.7137e-04,1.0710e-04
1.1587e+00,6.3730e-03,-5.8740e-01,9.7126e-04,1.0707e-04
1.1625e+00,6.4347e-03,-5.8735e-01,9.7115e-04,1.0705e-04
1.1662e+00,6.4967e-03,-5.8730e-01,9.7104e-04,1.0702e-04
1.1700e+00,6.5592e-03,-5.8725e-01,9.7094e-04,1.0700e-04
1.1737e+00,6.6220e-03,-5.8721e-01,9.7083e-04,1.0697e-04
1.1775e+00,6.6852e-03,-5.8716e-01,9.7072e-04,1.0694e-04
1.1812e+00,6.7488e-03,-5.8711e-01,9.7061e-04,1.0692e-04
1.1850e+00,6.8129e-03,-5.8706e-01,9.7050e-04,1.0689e-04
1.1887e+00,6.8773e-03,-5.8701e-01,9.7039e-04,1.0686e-04
1.1925e+00,6.9421e-03,-5.8696e-01,9.7028e-04,1.0684e-04
1.1962e+00,7.0073e-03,-5.8691e-01,9.7017e-04,1.0681e-04
1.2000e+00,7.0729e-03,-5.8686e-01,9.7006e-04,1.0678e-04
1.2037e+00,7.1390e-03,-5.8681e-01,9.6995e-04,1.0676e-04
1.2075e+00,7.2054e-03,-5.8676e-01,9.6984e-04,1.0673e-04
1.2112e+00,7.2723e-03,-5.8671e-01,9.6973e-04,1.0670e-04
1.2150e+00,7.3395e-03,-5.8666e-01,9.6962e-04,1.0668e-04
1.2187e+00,7.4072e-03,-5.8661e-01,9.6950e-04,1.0665e-04
1.2225e+00,7.4752e-03,-5.8656e-01,9.6939e-04,1.0662e-04
1.2262e+00,7.5437e-03,-5.8651e-01,9.6928e-04,1.0660e-04
1.2300e+00,7.6126e-03,-5.8646e-01,9.6917e-04,1.0657e-04
1.2337e+00,7.6819e-03,-5.8641e-01,9.6905e-04,1.0654e-04
1.2375e+00,7.7516e-03,-5.8636e-01,9.6894e-04,1.0651e-04
1.2412e+00,7.8217e-03,-5.8631e-01,9.6883e-04,1.0649e-04
1.2450e+00,7.8923e-03,-5.8626e-01,9.6871e-04,1.0646e-04
1.2487e+00,7.9633e-03,-5.8621e-01,9.6860e-04,1.0643e-04
1.2525e+00,8.0346e-03,-5.8615e-01,9.6848e-04,1.0640e-04
1.2562e+00,8.1064e-03,-5.8610e-01,9.6837e-04,1.0638e-04
1.2600e+00,8.1787e-03,-5.8605e-01,9.6825e-04,1.0635e-04
1.2637e+00,8.2513e-03,-5.8600e-01,9.6813e-04,1.0632e-04
1.2675e+00,8.3244e-03,-5.8595e-01,9.6802e-04,1.0629e-04
